Review_ID,Product,Category,Platform,Aspect,Aspect_Sentiment,Aspect_Compound,Clause
3807,Samsung Galaxy A14,Smartphone,Amazon,performance,Negative,-0.2718,not great start light work way share soldier issue slow performance
3808,Samsung Galaxy Tab A8,Smartphone,Flipkart,display,Negative,-0.4215,waste of money issue display flickering
3810,Samsung Galaxy S22,Smartphone,Flipkart,performance,Negative,-0.5096,not great station son off issue slow performance
3817,Samsung Galaxy S21 FE,Smartphone,Amazon,battery,Positive,0.2263,worth it store expert sing issue battery draining fast
3821,Samsung Galaxy M34,Smartphone,Amazon,battery,Positive,0.0516,bad economic customer station success stock line issue battery draining fast
3827,Samsung Galaxy M53,Smartphone,Flipkart,battery,Positive,0.2263,worth it subject walk since say material cost reflect issue battery draining fast
3829,Samsung Galaxy M14,Smartphone,Flipkart,heating,Negative,-0.3818,worth it center hot term imagine capital note suffer
3830,Samsung Galaxy M53,Smartphone,Amazon,performance,Positive,0.4588,worth it black network adult practice create mean issue slow performance
3832,Samsung Galaxy Tab A8,Smartphone,Flipkart,display,Positive,0.7351,good popular high every beautiful threat issue display flickering
3840,Samsung Galaxy A34,Smartphone,Flipkart,battery,Negative,-0.4939,waste of money give call every truth issue charging problem
3848,Samsung Galaxy M34,Smartphone,Amazon,camera,Neutral,0.0,average affect stage law everybody focus soon
3849,Samsung Galaxy Book 2,Smartphone,Amazon,battery,Negative,-0.6369,waste of money such alone sure still teacher issue charging problem
3853,Samsung Galaxy M14,Smartphone,Flipkart,display,Positive,0.2263,worth it issue display flickering
3856,Samsung Buds 2,Accessories,Flipkart,camera,Negative,-0.0516,good big rate range issue camera quality is poor
3860,Samsung Galaxy A14,Smartphone,Flipkart,display,Positive,0.4404,good issue display flickering
3863,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Positive,0.25,excellent catch scientist seek anything city food receive small issue charging problem
3865,Samsung Galaxy Tab A8,Smartphone,Flipkart,camera,Positive,0.1027,good law often number challenge issue camera quality is poor
3869,Samsung Galaxy A54,Smartphone,Amazon,camera,Positive,0.0516,worth it shake stage indeed focus whatever
3871,Samsung Galaxy Book 3,Smartphone,Amazon,display,Positive,0.4404,good heart our have issue display flickering
3874,Samsung Galaxy A14,Smartphone,Amazon,camera,Positive,0.4404,good focus son generation
3880,Samsung Galaxy A14,Smartphone,Amazon,sound,Positive,0.2263,worth it sound business to able across
3881,Samsung Galaxy A54,Smartphone,Amazon,camera,Negative,-0.296,worth it wait fish husband more rather quality interview will issue camera quality is poor
3884,Samsung Galaxy Book 2,Smartphone,Amazon,display,Positive,0.4404,good community final sound summer bit issue display flickering
3896,Samsung Galaxy M34,Smartphone,Flipkart,performance,Negative,-0.5423,bad moment whole we music science issue slow performance
3898,Samsung Galaxy S21 FE,Smartphone,Amazon,performance,Negative,-0.5096,not great issue slow performance
3904,Samsung Galaxy Book 2,Smartphone,Amazon,battery,Positive,0.0516,good nature whom anything prove issue charging problem
3918,Samsung Buds Live,Accessories,Flipkart,performance,Positive,0.25,worth it rise guy herself only remember science book matter issue slow performance
3922,Samsung Charger 25W,Accessories,Flipkart,battery,Neutral,0.0,average market answer environment necessary green life
3926,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.35,average order place pass door vote long look issue battery draining fast
3928,Samsung Galaxy Book 3,Smartphone,Flipkart,performance,Positive,0.2263,worth it either represent game education garden social issue slow performance
3930,Samsung Galaxy S21 FE,Smartphone,Flipkart,performance,Positive,0.4404,good issue slow performance
3935,Samsung Galaxy A54,Smartphone,Amazon,performance,Positive,0.5719,excellent of level investment need garden himself issue slow performance
3941,Samsung Galaxy M53,Smartphone,Flipkart,battery,Positive,0.0516,good issue charging problem
3942,Samsung Galaxy S23,Smartphone,Amazon,battery,Negative,-0.4215,waste of money every international budget middle charge big
3949,Samsung Galaxy M14,Smartphone,Flipkart,performance,Negative,-0.35,average media inside sometimes reveal baby position already issue slow performance
3950,Samsung Galaxy M14,Smartphone,Flipkart,battery,Positive,0.25,excellent pull nor what history nature local issue charging problem
3951,Samsung Buds Live,Accessories,Amazon,camera,Negative,-0.4939,bad kind decade tell girl product yard issue camera quality is poor
3954,Samsung Galaxy A14,Smartphone,Amazon,battery,Negative,-0.5423,bad issue battery draining fast
3956,Samsung Galaxy S21 FE,Smartphone,Flipkart,camera,Positive,0.1531,excellent issue camera quality is poor
3959,Samsung Galaxy S23,Smartphone,Amazon,display,Negative,-0.4215,waste of money issue display flickering
3960,Samsung Galaxy S23,Smartphone,Flipkart,camera,Negative,-0.2263,bad give live camera clear grow travel
3961,Samsung Buds 2,Accessories,Amazon,display,Negative,-0.4019,bad public significant pick human issue display flickering
3964,Samsung Galaxy Book 2,Smartphone,Flipkart,performance,Positive,0.5106,worth it goal choose certainly land sort small just issue slow performance
3973,Samsung Buds Live,Accessories,Amazon,battery,Negative,-0.35,average environment wait much yourself cost sister issue battery draining fast
3977,Samsung Galaxy Book 2,Smartphone,Amazon,display,Negative,-0.6681,not great whose accept your book house issue display flickering
3979,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Positive,0.5994,worth it number week wait life administration interesting especially
3981,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Negative,-0.5423,bad issue battery draining fast
3985,Samsung Buds Live,Accessories,Flipkart,heating,Negative,-0.2924,not great difficult cover hot
3986,Samsung Galaxy M34,Smartphone,Flipkart,display,Negative,-0.5096,not great yourself campaign race raise project program population issue display flickering
3989,Samsung Galaxy S21 FE,Smartphone,Amazon,display,Negative,-0.5423,bad situation most business behavior issue display flickering
3991,Samsung Galaxy A14,Smartphone,Flipkart,performance,Negative,-0.35,average issue slow performance
3993,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Positive,0.7845,good girl increase government help college that issue battery draining fast
3994,Samsung Galaxy Book 3,Smartphone,Amazon,camera,Negative,-0.0516,good nation have task employee issue camera quality is poor
3995,Samsung Galaxy M14,Smartphone,Flipkart,battery,Negative,-0.4215,waste of money something large rate collection issue battery draining fast
3997,Samsung Galaxy M34,Smartphone,Flipkart,performance,Negative,-0.5423,bad issue slow performance
4000,Samsung Galaxy A14,Smartphone,Amazon,connectivity,Negative,-0.2732,bad value network moment as establish
4001,Samsung Galaxy A54,Smartphone,Flipkart,battery,Positive,0.2263,worth it action issue parent young red professional field issue battery draining fast
4006,Samsung Soundbar,Other,Amazon,build_quality,Neutral,0.0,build quality feels premium
4008,Samsung Galaxy S22,Smartphone,Flipkart,battery,Negative,-0.6698,not great dog say director artist stop least issue battery draining fast
4013,Samsung Galaxy M34,Smartphone,Flipkart,battery,Negative,-0.7351,bad issue charging problem
4014,Samsung Galaxy A34,Smartphone,Amazon,camera,Neutral,0.0,average exactly of must maybe camera bed
4015,Samsung Galaxy S22,Smartphone,Amazon,build_quality,Positive,0.128,waste of money build born allow security through
4022,Samsung Galaxy S22,Smartphone,Flipkart,performance,Negative,-0.6908,average with reflect respond no thus crime issue slow performance
4029,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Negative,-0.4215,waste of money issue battery draining fast
4033,Samsung Buds 2,Accessories,Amazon,camera,Negative,-0.7964,waste of money begin look stop quickly side product issue camera quality is poor
4037,Samsung Galaxy Tab A8,Smartphone,Flipkart,battery,Positive,0.7845,excellent care performance scene word message land issue battery draining fast
4039,Samsung Galaxy A34,Smartphone,Amazon,performance,Negative,-0.4215,waste of money author this back my issue slow performance
4040,Samsung Galaxy Book 2,Smartphone,Flipkart,performance,Positive,0.4404,good fly right others direction skill issue slow performance
4042,Samsung Galaxy A34,Smartphone,Flipkart,performance,Positive,0.4404,good possible whose trial issue slow performance
4048,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Positive,0.0516,good issue charging problem
4050,Samsung Buds Live,Accessories,Amazon,performance,Negative,-0.6501,bad never decision certain room issue slow performance
4055,Samsung Galaxy M53,Smartphone,Flipkart,performance,Positive,0.4404,good issue slow performance
4057,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Positive,0.3182,excellent base task here adult stand finish fire issue battery draining fast
4058,Samsung Galaxy M53,Smartphone,Flipkart,camera,Positive,0.5719,excellent may meeting staff four picture early
4061,Samsung Galaxy M14,Smartphone,Amazon,battery,Negative,-0.4215,waste of money issue battery draining fast
4071,Samsung Buds 2,Accessories,Amazon,display,Positive,0.4404,good issue display flickering
4078,Samsung Galaxy A54,Smartphone,Flipkart,display,Negative,-0.6124,waste of money stop short around different measure politics issue display flickering
4085,Samsung Galaxy M14,Smartphone,Flipkart,battery,Negative,-0.1386,waste of money away before performance nor issue charging problem
4088,Samsung Galaxy A54,Smartphone,Flipkart,battery,Negative,-0.35,average man without marriage analysis past nor hair issue battery draining fast
4092,Samsung Galaxy S22,Smartphone,Flipkart,battery,Positive,0.5719,excellent college record bring move issue battery draining fast
4096,Samsung Galaxy A14,Smartphone,Flipkart,battery,Negative,-0.2732,bad money left management certainly identify issue battery draining fast
4101,Samsung Galaxy M34,Smartphone,Flipkart,build_quality,Positive,0.4939,average collection year agreement realize strategy trial build
4113,Samsung Galaxy S23,Smartphone,Amazon,display,Negative,-0.2283,not great along energy sort argue special theory decide hope issue display flickering
4115,Samsung Galaxy Tab A8,Smartphone,Flipkart,performance,Negative,-0.4215,waste of money issue slow performance
4122,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,connectivity,Negative,-0.25,waste of money network standard significant tend enough do third
4125,Samsung Galaxy Book 3,Smartphone,Flipkart,display,Negative,-0.5096,not great issue display flickering
4126,Samsung Galaxy M53,Smartphone,Flipkart,display,Positive,0.6486,excellent strong investment lose give fall consider space issue display flickering
4129,Samsung Galaxy S23,Smartphone,Flipkart,build_quality,Negative,-0.3182,average forget build important prepare move plan stop again
4138,Samsung Galaxy M14,Smartphone,Flipkart,battery,Negative,-0.35,bad base buy ground drug once interview positive issue battery draining fast
4148,Samsung Galaxy Tab A8,Smartphone,Flipkart,battery,Positive,0.6486,good contain security week try per personal issue battery draining fast
4149,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,battery,Positive,0.0516,good wall ahead north time issue charging problem
4153,Samsung Galaxy A54,Smartphone,Flipkart,battery,Positive,0.4404,good issue battery draining fast
4165,Samsung Galaxy A14,Smartphone,Amazon,battery,Positive,0.25,good sort top office issue charging problem
4174,Samsung Galaxy S22,Smartphone,Flipkart,display,Negative,-0.5423,bad issue display flickering
4175,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,display,Positive,0.5719,excellent issue display flickering
4176,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Positive,0.7269,good outside end style yes feeling process give issue battery draining fast
4183,Samsung Galaxy S22,Smartphone,Flipkart,battery,Positive,0.5719,excellent discussion up nothing gas throughout tend office issue battery draining fast
4191,Samsung Galaxy M34,Smartphone,Amazon,camera,Positive,0.4019,waste of money opportunity minute save million protect issue camera quality is poor
4195,Samsung Galaxy Tab A8,Smartphone,Flipkart,camera,Positive,0.5719,excellent last much focus pattern
4197,Samsung Galaxy Tab A8,Smartphone,Flipkart,battery,Positive,0.5719,excellent data red high ever into follow issue battery draining fast
4200,Samsung Galaxy Book 3,Smartphone,Flipkart,battery,Positive,0.2263,worth it issue battery draining fast
4202,Samsung Galaxy M34,Smartphone,Flipkart,camera,Negative,-0.4767,average issue camera quality is poor
4205,Samsung Galaxy A54,Smartphone,Amazon,software,Neutral,0.0,very userfriendly interface
4208,Samsung Galaxy S22,Smartphone,Amazon,battery,Negative,-0.4404,worth it gun away summer voice gun issue battery draining fast
4209,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,display,Positive,0.5719,excellent issue display flickering
4214,Samsung Galaxy A14,Smartphone,Flipkart,battery,Negative,-0.4939,bad pressure such why thus learn mr thank issue battery draining fast
4215,Samsung Charger 25W,Accessories,Amazon,battery,Positive,0.1027,waste of money yes social main hand mouth issue charging problem
4219,Samsung Galaxy S21 FE,Smartphone,Amazon,build_quality,Positive,0.8074,excellent rich spring material structure sport edge receive full
4225,Samsung Galaxy M34,Smartphone,Amazon,battery,Positive,0.128,bad certainly conference culture meeting growth ball phone issue battery draining fast
4226,Samsung Galaxy Book 3,Smartphone,Flipkart,display,Positive,0.2263,worth it issue display flickering
4228,Samsung Charger 25W,Accessories,Amazon,display,Negative,-0.5096,not great issue display flickering
4229,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,performance,Positive,0.2263,worth it almost simply affect issue slow performance
4233,Samsung Galaxy Z Fold5,Smartphone,Flipkart,sound,Positive,0.5859,speaker quality is amazing
4239,Samsung Buds Live,Accessories,Flipkart,battery,Positive,0.6908,excellent anyone chance off state issue battery draining fast
4243,Samsung Galaxy A54,Smartphone,Flipkart,camera,Negative,-0.765,bad issue camera quality is poor
4245,Samsung Galaxy M53,Smartphone,Amazon,display,Negative,-0.35,average sometimes class six their issue display flickering
4247,Samsung Galaxy S23,Smartphone,Amazon,battery,Negative,-0.35,average fast stock you performance issue battery draining fast
4248,Samsung Galaxy Tab A8,Smartphone,Flipkart,camera,Negative,-0.0516,good issue camera quality is poor
4253,Samsung Galaxy Book 3,Smartphone,Flipkart,camera,Negative,-0.4767,average far goal myself office commercial issue camera quality is poor
4259,Samsung Galaxy A54,Smartphone,Amazon,battery,Positive,0.4404,battery life could be better
4260,Samsung Buds Live,Accessories,Amazon,performance,Negative,-0.5423,bad issue slow performance
4261,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,performance,Negative,-0.35,bad debate talk guess especially enjoy on issue slow performance
4269,Samsung Buds 2,Accessories,Amazon,display,Negative,-0.5096,not great issue display flickering
4270,Samsung Buds 2,Accessories,Flipkart,performance,Negative,-0.5423,bad production heavy even store have into issue slow performance
4271,Samsung Buds 2,Accessories,Amazon,camera,Negative,-0.5423,bad picture follow behind goal
4272,Samsung Galaxy S21 FE,Smartphone,Flipkart,battery,Negative,-0.6802,not great mention life realize admit issue camera quality is poor
4275,Samsung Buds 2,Accessories,Flipkart,display,Positive,0.3612,excellent control later our society tonight summer no issue display flickering
4290,Samsung Refrigerator,Other,Flipkart,sound,Positive,0.5859,speaker quality is amazing
4293,Samsung Galaxy Book 3,Smartphone,Flipkart,camera,Positive,0.5719,excellent person traditional picture
4295,Samsung Buds Live,Accessories,Flipkart,display,Negative,-0.431,not great miss general form court issue display flickering
4299,Samsung Charger 25W,Accessories,Flipkart,battery,Negative,-0.7351,bad near live dinner issue charging problem
4304,Samsung Galaxy Tab A8,Smartphone,Flipkart,display,Negative,-0.5423,bad science five purpose continue business mean sound issue display flickering
4316,Samsung Galaxy A54,Smartphone,Amazon,display,Negative,-0.4215,waste of money rise water weight age issue display flickering
4322,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,battery,Negative,-0.4404,worth it sport possible low night more simply goal issue charging problem
4323,Samsung Galaxy A14,Smartphone,Flipkart,camera,Negative,-0.8074,not great hope health wind check defense tend approach issue camera quality is poor
4326,Samsung Galaxy Book 2,Smartphone,Flipkart,performance,Positive,0.4767,average gun fine important hope stay when issue slow performance
4336,Samsung Buds Live,Accessories,Amazon,performance,Negative,-0.5096,not great issue slow performance
4338,Samsung Galaxy Book 2,Smartphone,Flipkart,display,Negative,-0.5423,bad land listen table agent study issue display flickering
4339,Samsung Galaxy M14,Smartphone,Flipkart,battery,Negative,-0.2023,worth it born himself vote lead onto issue charging problem
4341,Samsung Galaxy A14,Smartphone,Flipkart,battery,Positive,0.1779,worth it relationship store pull research trouble cover like issue battery draining fast
4342,Samsung Galaxy S22,Smartphone,Flipkart,display,Negative,-0.35,average way baby continue evening network all develop star issue display flickering
4352,Samsung Galaxy A14,Smartphone,Amazon,performance,Positive,0.2263,worth it age account mouth ever million health issue slow performance
4356,Samsung Buds Live,Accessories,Amazon,battery,Negative,-0.5096,not great issue battery draining fast
4364,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Positive,0.5719,excellent final hair old general issue battery draining fast
4370,Samsung Galaxy Book 3,Smartphone,Amazon,battery,Positive,0.8316,excellent traditional firm accept run management bring ready issue battery draining fast
4373,Samsung Galaxy M14,Smartphone,Flipkart,display,Negative,-0.5096,not great these indeed wind system raise again issue display flickering
4376,Samsung Buds 2,Accessories,Flipkart,camera,Positive,0.2263,worth it focus bank pattern become
4377,Samsung Charger 25W,Accessories,Amazon,battery,Positive,0.3612,average trial hit appear wait best issue charging problem
4378,Samsung Charger 25W,Accessories,Flipkart,sound,Positive,0.3182,average sound address simple increase site main physical
4380,Samsung Galaxy A54,Smartphone,Flipkart,battery,Negative,-0.4215,waste of money form daughter apply personal customer beyond decision issue battery draining fast
4384,Samsung Galaxy S21 FE,Smartphone,Amazon,display,Negative,-0.5423,bad issue display flickering
4388,Samsung Galaxy Watch6,Smartphone,Flipkart,software,Neutral,0.0,very userfriendly interface
4389,Samsung Galaxy S21 FE,Smartphone,Flipkart,heating,Positive,0.1531,excellent message hot wrong hotel
4390,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Positive,0.2732,worth it finally good approach likely issue charging problem
4394,Samsung Galaxy M14,Smartphone,Amazon,camera,Negative,-0.34,average glass business just certainly second wind shake issue camera quality is poor
4396,Samsung Galaxy M14,Smartphone,Amazon,battery,Negative,-0.4215,waste of money service phone power
4397,Samsung Buds Live,Accessories,Amazon,camera,Negative,-0.765,bad company discover cost issue camera quality is poor
4400,Samsung Buds Live,Accessories,Flipkart,performance,Positive,0.5719,excellent where customer example report member get issue slow performance
4403,Samsung Galaxy S23,Smartphone,Amazon,battery,Negative,-0.5986,not great determine draw stand whether successful performance trouble issue charging problem
4413,Samsung Galaxy S22,Smartphone,Flipkart,heating,Negative,-0.2718,not great fall hot middle above i share with degree
4417,Samsung Galaxy Book 3,Smartphone,Flipkart,battery,Negative,-0.2023,worth it rise see official issue charging problem
4426,Samsung Galaxy Watch6,Smartphone,Amazon,build_quality,Neutral,0.0,build quality feels premium
4429,Samsung Galaxy S21 FE,Smartphone,Amazon,display,Negative,-0.35,average issue display flickering
4433,Samsung Air Conditioner,Other,Flipkart,camera,Positive,0.6369,love the camera quality
4434,Samsung Galaxy A34,Smartphone,Flipkart,performance,Negative,-0.7115,not great heart enjoy customer exist issue slow performance
4436,Samsung Galaxy Tab A8,Smartphone,Flipkart,battery,Positive,0.34,good join order or east issue charging problem
4443,Samsung Buds Live,Accessories,Amazon,battery,Negative,-0.7179,not great issue charging problem
4444,Samsung Galaxy A54,Smartphone,Amazon,camera,Positive,0.891,good through best peace camera morning quite book
4445,Samsung Air Conditioner,Other,Amazon,performance,Negative,-0.35,software updates are slow
4448,Samsung Galaxy A54,Smartphone,Flipkart,display,Negative,-0.6908,bad one course own no tax race including issue display flickering
4452,Samsung Buds 2,Accessories,Flipkart,sound,Positive,0.1027,waste of money mrs pretty form every nation sound head song
4456,Samsung Galaxy M53,Smartphone,Amazon,camera,Negative,-0.4767,average issue camera quality is poor
4463,Samsung Galaxy A54,Smartphone,Flipkart,camera,Negative,-0.7502,not great issue camera quality is poor
4471,Samsung Galaxy A14,Smartphone,Flipkart,camera,Positive,0.2263,worth it source focus set turn
4477,Samsung Buds Live,Accessories,Flipkart,battery,Negative,-0.5423,bad spring civil cell his small two issue battery draining fast
4478,Samsung Galaxy Tab A8,Smartphone,Flipkart,connectivity,Neutral,0.0,average network decision later girl animal run
4479,Samsung Air Conditioner,Other,Flipkart,performance,Negative,-0.35,software updates are slow
4482,Samsung Buds 2,Accessories,Flipkart,performance,Negative,-0.5423,waste of money authority against medical alone system little pattern issue slow performance
4486,Samsung Galaxy M53,Smartphone,Flipkart,camera,Negative,-0.765,bad ago official sound something magazine stage issue camera quality is poor
4489,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,battery,Negative,-0.4019,average tax recognize side particular issue charging problem
4496,Samsung Buds 2,Accessories,Amazon,display,Negative,-0.5096,not great that white eat particularly mother issue display flickering
4505,Samsung Galaxy A34,Smartphone,Amazon,display,Negative,-0.5423,bad finally stuff radio spring issue display flickering
4508,Samsung Galaxy Tab A8,Smartphone,Amazon,performance,Negative,-0.35,average prevent occur bill issue slow performance
4509,Samsung QLED TV,TV,Flipkart,display,Positive,0.5859,amazing display quality
4510,Samsung Galaxy Tab A8,Smartphone,Amazon,camera,Negative,-0.0516,good issue camera quality is poor
4512,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.2023,worth it issue charging problem
4514,Samsung Charger 25W,Accessories,Amazon,battery,Negative,-0.5096,not great age charge world apply be within close
4523,Samsung Galaxy A54,Smartphone,Amazon,camera,Negative,-0.296,worth it issue camera quality is poor
4525,Samsung Galaxy S21 FE,Smartphone,Amazon,display,Negative,-0.35,average see sister with there total issue display flickering
4529,Samsung Buds 2,Accessories,Flipkart,connectivity,Negative,-0.0772,worth it network six eat avoid
4531,Samsung Galaxy A14,Smartphone,Amazon,battery,Negative,-0.5096,not great issue battery draining fast
4539,Samsung Galaxy A34,Smartphone,Flipkart,camera,Negative,-0.7906,bad possible democrat establish bad camera
4543,Samsung Galaxy M34,Smartphone,Amazon,performance,Negative,-0.35,average issue slow performance
4544,Samsung Galaxy S23,Smartphone,Amazon,sound,Negative,-0.4215,waste of money require country young capital bring sense sound
4545,Samsung Charger 25W,Accessories,Amazon,camera,Negative,-0.296,good major can alone might issue camera quality is poor
4551,Samsung Buds Live,Accessories,Flipkart,battery,Positive,0.765,excellent manage recently moment easy possible among small issue battery draining fast
4556,Samsung Galaxy Book 3,Smartphone,Flipkart,battery,Neutral,0.0,average either life owner require analysis
4563,Samsung Buds Live,Accessories,Flipkart,display,Negative,-0.5096,not great act daughter first church common test daughter issue display flickering
4575,Samsung Galaxy Book 3,Smartphone,Amazon,camera,Positive,0.0772,average rise must kind once issue camera quality is poor
4576,Samsung Galaxy M53,Smartphone,Flipkart,battery,Positive,0.2732,average eight only well exist item sea without issue battery draining fast
4578,Samsung Galaxy M34,Smartphone,Flipkart,display,Negative,-0.35,college final mr medical issue display flickering
4584,Samsung Galaxy Tab A8,Smartphone,Amazon,performance,Positive,0.6908,excellent someone there dream almost garden too issue slow performance
4589,Samsung Galaxy A54,Smartphone,Amazon,battery,Positive,0.1027,worth it tough today fill lot issue battery draining fast
4590,Samsung Galaxy Book 2,Smartphone,Amazon,battery,Positive,0.4404,good live world computer notice up state onto issue battery draining fast
4591,Samsung Charger 25W,Accessories,Amazon,performance,Negative,-0.5096,not great few leg throw early own issue slow performance
4592,Samsung Galaxy Book 3,Smartphone,Amazon,camera,Negative,-0.7502,not great issue camera quality is poor
4593,Samsung Galaxy S22,Smartphone,Flipkart,battery,Negative,-0.35,average issue battery draining fast
4599,Samsung Charger 25W,Accessories,Amazon,camera,Positive,0.25,worth it hand turn by future research color possible few issue camera quality is poor
4600,Samsung Charger 25W,Accessories,Amazon,camera,Negative,-0.8103,not great ability term there idea light these issue camera quality is poor
4608,Samsung Galaxy Tab A8,Smartphone,Amazon,performance,Positive,0.4404,good issue slow performance
4609,Samsung Buds Live,Accessories,Flipkart,performance,Negative,-0.4019,waste of money prevent along short expert cost store follow issue slow performance
4612,Samsung Galaxy A54,Smartphone,Flipkart,performance,Negative,-0.4215,waste of money issue slow performance
4615,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Negative,-0.5994,into wonder stop training with vote issue charging problem
4620,Samsung Charger 25W,Accessories,Amazon,build_quality,Negative,-0.4215,waste of money live material military
4625,Samsung Galaxy A34,Smartphone,Flipkart,battery,Negative,-0.4215,waste of money issue battery draining fast
4626,Samsung Galaxy S22,Smartphone,Amazon,camera,Negative,-0.4767,average issue camera quality is poor
4627,Samsung Galaxy Book 2,Smartphone,Flipkart,battery,Negative,-0.5423,bad issue battery draining fast
4631,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Negative,-0.5423,bad hair day site name issue battery draining fast
4641,Samsung Charger 25W,Accessories,Amazon,performance,Negative,-0.5096,not great issue slow performance
4642,Samsung Galaxy M14,Smartphone,Amazon,battery,Positive,0.7845,excellent pull toward care go issue battery draining fast
4643,Samsung Galaxy A34,Smartphone,Flipkart,battery,Positive,0.8074,good leave join four three develop produce kind wife issue battery draining fast
4646,Samsung Galaxy S23,Smartphone,Flipkart,battery,Positive,0.5719,excellent issue battery draining fast
4649,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,camera,Positive,0.4404,good majority list his six picture
4654,Samsung Galaxy M53,Smartphone,Flipkart,camera,Positive,0.2263,worth it vote either police different represent picture technology specific
4657,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,camera,Negative,-0.7096,waste of money material morning front apply hundred member memory issue camera quality is poor
4666,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,display,Positive,0.3182,around heart huge employee issue display flickering
4671,Samsung Galaxy M34,Smartphone,Flipkart,battery,Positive,0.5965,average so after laugh issue battery draining fast
4673,Samsung Galaxy S22,Smartphone,Amazon,battery,Negative,-0.764,not great foot important character issue charging problem
4676,Samsung Galaxy A54,Smartphone,Flipkart,battery,Negative,-0.4203,not great federal trial five them traditional have hand issue charging problem
4680,Samsung Soundbar,Other,Flipkart,sound,Positive,0.5859,speaker quality is amazing
4683,Samsung Buds Live,Accessories,Flipkart,performance,Negative,-0.35,average technology last science director candidate issue slow performance
4685,Samsung Galaxy Tab A8,Smartphone,Flipkart,camera,Negative,-0.4215,waste of money recently media camera her
4686,Samsung Buds 2,Accessories,Flipkart,build_quality,Negative,-0.6681,not great remember growth build heavy town
4690,Samsung Galaxy Book 3,Smartphone,Flipkart,battery,Negative,-0.4215,waste of money hospital lay charge lot
4694,Samsung Galaxy M34,Smartphone,Flipkart,display,Negative,-0.5423,bad issue display flickering
4696,Samsung Charger 25W,Accessories,Amazon,display,Positive,0.5719,excellent player your citizen card six box issue display flickering
4705,Samsung Buds Live,Accessories,Flipkart,camera,Positive,0.1531,excellent issue camera quality is poor
4710,Samsung Galaxy S21 FE,Smartphone,Amazon,camera,Negative,-0.7269,bad out include in rise type defense issue camera quality is poor
4723,Samsung Galaxy S23,Smartphone,Flipkart,display,Negative,-0.5423,bad practice four mr why issue display flickering
4724,Samsung Galaxy Book 3,Smartphone,Flipkart,battery,Positive,0.0516,good also political including issue charging problem
4738,Samsung Galaxy S22,Smartphone,Flipkart,battery,Positive,0.2263,worth it issue battery draining fast
4740,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Positive,0.2732,worth it finally good approach likely issue charging problem
4746,Samsung Galaxy A14,Smartphone,Flipkart,camera,Positive,0.4767,worth it piece race effort stay lay focus ok
4752,Samsung Galaxy S21 FE,Smartphone,Amazon,camera,Negative,-0.4767,average under civil any system wear stuff issue camera quality is poor
4754,Samsung Galaxy S22,Smartphone,Amazon,connectivity,Negative,-0.4585,average network so not cover indeed happy old
4757,Samsung Galaxy Book 2,Smartphone,Amazon,performance,Negative,-0.2263,average forget nature technology keep floor deep on issue slow performance
4759,Samsung Buds 2,Accessories,Flipkart,battery,Positive,0.25,excellent news exist record half space issue charging problem
4762,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.5096,not great white manager center current issue battery draining fast
4763,Samsung Galaxy S23,Smartphone,Flipkart,camera,Positive,0.4588,good campaign second area news deal care second today issue camera quality is poor
4766,Samsung Galaxy S21 FE,Smartphone,Amazon,battery,Positive,0.2263,waste of money voice include skill happy issue battery draining fast
4771,Samsung Galaxy Book 3,Smartphone,Flipkart,performance,Negative,-0.35,average take author her according fact issue slow performance
4777,Samsung Galaxy Book 2,Smartphone,Flipkart,connectivity,Positive,0.2263,worth it part who voice should network expert must
4779,Samsung Galaxy M14,Smartphone,Amazon,performance,Negative,-0.5096,not great realize how determine before him human issue slow performance
4783,Samsung Buds 2,Accessories,Flipkart,display,Negative,-0.5096,not great very small likely among issue display flickering
